S.No,Commentor Name,Comment,Dislike,Insulting,Neutral,Supporting,Meaningless,Class
664,1234567 1234567,Sheâ€™s pondlife at its lowest ebb.<br>Delivered BrexitðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚<br>She has no saving graces at all.<br>We will line the pockets of our corporate mates.<br>Freedom and democracy she saysðŸ˜‚ðŸ˜‚ðŸ§›ðŸ¼â€â™€ï¸ðŸ§›ðŸ¼â€â™€ï¸,,1,,,,0
665,Liam Hackett,A highly cuntsequential prime minister.,,1,,,,0
666,Somhairle Mac DaibhÃ©id,"First things first, she needs to sort out the cheese crisis. National disgrace that we&#39;re importing so much.",,,1,,,1
667,Somhairle Mac DaibhÃ©id,"@David Smith I&#39;m guessing you missed her talk on cheese. ðŸ¤£ Yes, I&#39;m taking the piss.",,1,,,,0
668,Paul Holloway,"God help us , who really finds these goons.such ugly creatures inside and out.",1,,,,,0
669,andrew marks,"Different face, same problems, no solutions",,1,,,,0
670,Elize Le Roux,"Nothing wrong to see the prime Minister, greet her male partners. but what is the huggings for?ðŸ¤— wont the elbo greetings work better, it reminds me of the American Presidential men shaking hands with every one they get in contact with. maybe the elbo greet is more suitable. or fist to fist, or a nod  of the head, or maybe as the Queeny Queen does ðŸ¤— she might get a cold easily with all the hugging ðŸ¥°",1,,,,,0
671,Alan Scott,You&#39;d think she was taking over from a different party - but it was the Conservatives - her party - that caused this disaster. Banging on about Russia will get us in trouble.,,1,,,,0
672,Jaskaran Fatehgarhia ðŸ¦…,Manny manny congratulations to new PM of UK â€¦. She deserves this position ðŸ‘ðŸ»ðŸ‘ðŸ»,,,,1,,1
673,The join,Elizabeth the Second to Liz the Worst,1,,,,,0
674,Yana Ya,Her English speaking is way clearer than Johnson. English learners should like her.,,,1,,,1
675,Slater Slater,She has the vocabulary and delivery of a rather dim 13 year old.,,1,,,,0
676,Force Hucos,Bro....speaking English don&#39;t make you smart enough to tackle foreign policy and economic growth.....for that you need clear vision and <b>&quot;Brain&quot;</b>,1,,,,,0
677,Soulayman Ba,@Force Hucos  @yana ya is right !  Boris spoke a fasten English like he was hurry to go &#39;pee&#39; ..am English learner and everything coming from UK  I love it,,,,1,,1
678,Rob,"ANYBODY&#39;s English speaking is way clearer than Johnson&#39;s. It&#39;s a pity that Truss&#39;s delivery is dull, listless and monotonous.",,,,1,,1
679,Millard Keyes,so is her derriere - very sensual,,,,1,,1
680,Bernard Wilkinson,She is thick as a brick.,,,,1,,1
681,RICHARD HART,@Force Hucos  ... and she&#39;s bereft of both.,,,,1,,1
682,RICHARD HART,You&#39;re obviously not a native English speaker.,,,1,,,1
683,Helen B,ðŸ˜€ðŸ˜€,,,,,1,1
684,RS J,Yes she speaks clear English and now uk ðŸ‡¬ðŸ‡§ pound globe down and we all become poor and 60 billion loss  .now you pay  back the loss she ur the one u put that English teacher as PM,,1,,,,0
685,k1ra,she has been very clear,,,,1,,1
686,Jaime Lirio,UK for Brits,,,,,1,1
687,dung nguyen,Liz Truss`s use  people of Color  to run British government is not to enhance the value of people of Color.. Liz Truss`s using People of color to run the British government as a scapegoat in Britian`s crisis,,1,,,,0
688,Mahmud Rauf Ã–zdÃ¶l,My gut feeling says that she is going to destroy UK. Time is going to show whether it is right.,,1,,,,0
689,Prokrastinator,"this is noncens. first she said that she cut off the taxes, then she said that they will build new schools and stuff. where from the money will come?",1,,,,,0
690,Rick Karsan,Guy Fawkes was right.,,,,,1,1
691,dung nguyen,Liz Truss won`t be to survive winter 2022,,1,,,,0
692,Nneoma .n Faith,Liz  Trust will deliver as she said. She will make Britain work again,,,,1,,1
693,Andrea Nittel,idealistic hopes but that&#39;s OK...................,,,1,,,1
694,Gaelic Reaction,The only reason she&#39;s there is because she&#39;s a controllable puppet.,,1,,,,0
695,sean smith ronsen,She will do wonderful as prime Minister may God bless her.,,,,1,,1
696,Liam Hackett,If he existed he wouldn&#39;t be blessing her. If he existed he&#39;d be peeling the soles off the feet of  fckrs like you.,,,1,,,1
697,iiBus,Did she?,,,1,,,1
698,S L,Oh dear. Is anyone else hearing Jen from IT Crowd in her?,,,,,1,1
699,Horizon 14,Inchallah amen ðŸ™ðŸ»,,,,,1,1
700,WeShallOvercome10001,"Whether it&#39;s Tories or Labour: it&#39;s all the same WEF-crap, produced by those big money mouth pieces such as Truss.",,1,,,,0
701,Murder in the squash court,"Lol itâ€™s funny how the thick people comment. People are so fickle. I go to eton college, Iâ€™m not elite or posh, nor do I have much more money than everyone. People spend it on expensive cars and lavish holidays and then struggle to understand why they donâ€™t have enough money to pay for other things",,1,,,,0
702,News they didnâ€™t tell us,CASH IS KING. Do not comply to digital money.,,,,,1,1
703,Ramesh Kumar G,Is there any Briton who actually likes him?,,1,,,,0
704,KG,Some people in Westminster probably?,,,1,,,1
705,Steve Millington,"<a href=""https://www.youtube.com/watch?v=KDx4QQTtLE0&amp;t=13m11s"">13:11</a> So sexism is acceptable now? Men can be victims too.",1,,,,,0
706,KG,ðŸ’¯ðŸ’¯ðŸ’¯,,,,,1,1
707,Connor,Madness that anyone believes this man after seeing that speech he gave in the garden. This man is evil,,1,,,,0
708,Financed By Me.,Cringe cringe cringe. Patronising and fake. I feel sorry for him if he thinks what he is saying and how heâ€™s saying it is landing. And I feel even more sorry for the ones whom it is landing for ðŸ«£,,,,1,,1
709,Mobile kita,who taught these slaves to speak in front of nobles,1,,,,,0
710,Ramesh Kumar G,Does he speak with an Indian accent? Is that the reason I can understand his speech so well?,,,,1,,1
711,Akber,"British Armed Forces, destroy Parliament.",1,,,,,0
712,Akber,Magna Carta corrupted everything. Everybody leave the UK. All of it is a lie.,1,,,,,0
713,lionzzz24,He is a fraud. Lies. Everything he says is dressed up lies.,,1,,,,0
714,SPEAK LiKE FiRE,Lies + Lies = Deception,1,,,,,0
715,Thomas Bacon,"...This is absolutely empty. Seriously, absurd.",1,,,,,0
716,Miss Etcetera Int.,A Wise and intelligent leader leads the country better and efficiently..,,,,1,,1
717,Cyber Tommo,"The problems in this country have absolutely nothing to do with the war in Ukraine.<br>12 years of a corrupt government, Brexit shambles,. Covid crap and now artificially generated fuel crisis all designed to make him and his lot richer and the rest of us poorer.<br>Get these villains out of power now we need a general election May 2023 not 2024",1,,,,,0
718,dr eggy,ZERO to do with brexit .,,,,,1,1
719,Cyber Tommo,@dr eggy yes because brexit was such a huge success..... give your head a wobble,,,,,1,1
720,Europa 1,"Go on Rishi lad, get it done son.",,,,1,,1
721,Videos To Views,"@<a href=""https://www.youtube.com/watch?v=KDx4QQTtLE0&amp;t=26m09s"">26:09</a> Did any one notice the change in Rishi&#39;s tone of voice soon after the first question was asked...by the bbc",,,,,1,1
722,Venoxisguides,Step down little man,,1,,,,0
723,Stephen heliodor,DENIAL DENIAL DENIAL !!!  This man is a nauseating example of the political classes:<br>&#39;&#39; Let Them Eat Cake &#39;&#39; .,,1,,,,0
724,applemac100100,He makes Keir Starmer sound exciting.,,1,,,,0
725,dr eggy,ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,,,,,1,1
726,Michael Jones,A masterclass in gaslighting &amp; totally ignoring the impact of Brexit!,,,,1,,1
727,Lena Wagenfuehr,British denial!,,1,,,,0
728,Gary Smith,"I lost the sound  after about ten seconds, and Iâ€™m sure it a good thing, action speaks louder than words.",,,,,1,1
729,Zenoux Beauty,Some of comments here are meaningless. Our pm is just 10:weeks in power and please try to be patient. This is a tough time and he works day in day out for this country but some are just sounding racists here why? Rome was not built in a day.,,,,,1,1
730,niblet112,"Unelected puppet who was beaten in the pole by Liz truss, she will go down as 2nd worst prime minister in history behind this WEF puppet and nearly billionaire sunak. They really scraped the bottom of the barrel with this guy.",,1,,,,0
731,a walk,He reminds me of the snake in the Jungle Book film. &quot;Trust in me&quot;. The information direct from NHS doctors in A&amp;E today is a complete contradiction to his statement.  He is totally out-of-touch and delusional.  Our economy was wrecked when he was chancellor and now they placed him as PM. Does anyone believe these 5 pledges?,,1,,,,0
732,Ivor Gotten,"Unfortunately, we are stuck with him for the next 2 years, so we will find out if he actually does anything worthwhile. Personally I don&#39;t think he will. He and his paymasters have already hamstrung Suella Braverman over the boat people. He has already printed Billions of pounds and caused rampant inflation. He has already increased stealth taxation for the poorest.",,1,,,,0
733,ell bell,Feel like im listening to mr tumble,,1,,,,0
734,T R,Fantastic re numeracy move - go Rishi,,,,1,,1
735,dacads,He needs to stop putting on that voice he did at the start ðŸ¤£,1,,,,,0
736,Ben Lloyd,"Jesus, people want a government to deliver. ðŸ˜‚ yes we do so get out of number 10.",1,,,,,0
737,James Goodsir,rishi elbowed boris off his perch,,1,,,,0
738,Kesail,with better maths skills we will be able to more accurately calculate how much we&#39;re getting ripped off by politicians,,1,,,,0
739,drashmaria,"Rishi is not responsible for where we are at, unfortunately it is global issue that has chipped on us, particularly economical  challenges.   Let us work together give him sometime for him to deliver.   He is picking up on alot of mess.  Very difficult and painful times",,,,1,,1
740,Ausee P,Math until The age of 18 is good ðŸ‘ðŸ»,,,,,1,1
741,roma jones,I am always surprised when i see people who believe a rich man is going to look after them. The only thing people Will get is disappointment. Next year the poor Will be poorer.,1,,,,,0
742,Debbie Sharp,BullSh*t....,,1,,,,0
743,Samuel de Oliveira,We have just found the firs adult that believes in father Christmas ðŸ‘ðŸ‘ðŸ‘,,,1,,,1
744,Remi Lloyd,"Just tell me we&#39;re getting out of NATO(which was meant to disband in 1991). That&#39;ll save the UK tax payer Â£50 billion a year, because America insist we spend Â£70 billion a year on our war machine(2% of our GDP) for being a NATO member.<br>But Sunak won&#39;t, because he&#39;s beholden to the military industrial complex and US hegemony.<br>Corporately own politicians, like Sunak will never get my vote, because they&#39;re bought to work against us.",,1,,,,0
745,Bartosz Rudnicki,Scottish independence,,,1,,,1
746,My Allotment Dave Bell,Totally bored by Sunaks lies and untruths,,1,,,,0
747,Daniel Bb,"I he donâ€™t care about our own country problems, he say all this but never will do anything about it , donâ€™t believe what he say all lies , only care about help other countries and own money on there pocket how much money there can safe , what programs has he done , havenâ€™t done any for the people or military or NHS he only help Pakistan and Ukrainian, give our money to France",,1,,,,0
748,Ian Mccrone,And her 750 m,,,,,1,1
749,John Hamilton,We know all these plans are not the govts but that of the WEF! NHS and Royal mail going to be bankrupted by 2030 by their agendas handily when the WEFS 2030 agenda kicks in!,,1,,,,0
750,itsde2023,"I thought he did brilliant in his speech and in true Conservative fashion, delivered it with passion and inspiration. Itâ€™s great to see the education reforms as I know I always struggled with Maths so perhaps more support at that time would have helped vastly. As a long term voter and supporter, this reminds me why I do support them and why Iâ€™ll be voting Conservative again in the next election! Well done Rishi! â¤ðŸ˜Š",,,,1,,1
751,Alan Godfrey,"How long did it take him to come up with this load of bull.... lies ? Its like watching another version of Tony Blair ! Absolutely clueless to the reality of this country and what people and businesses are actually going through daily !! He has all this time to come up with plans but he needs to go away and sort this out in the coming months (8.22) lol. All these lot do is buy time, over and over again instead of sorting crap out like normal everyday businesses have to do daily, weekly and monthly !! Sick and tired of waiting for the right person to actually lead this country with honesty, desire and passion to put the Great back into Britain !! These new centres he bangs on about, who is going to work there ?? They cannot get any staff now so where are all of these trained medical people going to come from ??",,1,,,,0
752,Martin Brettell,Every mp in the country don&#39;t do what they say just to get into parliament don&#39;t believe what any mp say anymore !!!!!!!!,,1,,,,0
753,Alan Godfrey,"How long did it take him to come up with this load of bull.... lies ? Its like watching another version of Tony Blair ! Absolutely clueless to the reality of this country and what people and businesses are actually going through daily !! He has all this time to come up with plans but he needs to go away and sort this out in the coming months (8.22) lol. All these lot do is buy time, over and over again instead of sorting crap out like normal everyday businesses have to do daily, weekly and monthly !! Sick and tired of waiting for the right person to actually lead this country with honesty, desire and passion to put the Great back into Britain !! These new centres he bangs on about, who is going to work there ?? They cannot get any staff now so where are all of these trained medical people going to come from ??",,1,,,,0
754,Martin Brettell,Every mp in the country don&#39;t do what they say just to get into parliament don&#39;t believe what any mp say anymore !!!!!!!!,,1,,,,0
755,Dal McCormick,Bore me later,1,,,,,0
756,Mala,What about people with dyscalculia like my daughter???,,,,,1,1
757,cally kuang,"That an room full of journalists allowed the PM to get away with this is an indictment of UK media,  highlighted the failures of the BBC and the rest of the UK&#39;s mainstream media.<br>The people who got the questions to ask were pre selected that&#39;s not right.",,,,,1,1
758,None,&quot;JAM TOMORROW!&quot;,,,,,1,1
759,Csncarlos555 Can,Laaaaaa laaaaaa laaaaaaa laaaaaa,,,,,1,1
760,Ryan,Another pervert.,1,,,,,1
761,Andy W,He has not said HOW he will achieve any of this!!! He needs to go. And moreover a general election be called.,,,1,,,1
762,Lari Bello,"In order to boost &#39;innovations&#39; he needs to fund universities fees and students&#39; maintenance loans. Many bright students simply cannot afford higher education. <br>On the other hand, forcing some students to do maths post GCSE will be a torture for both students and teachers.",1,,,,,0
763,Ausee P,Math until The age of 18 is good ðŸ‘ðŸ»,,,,,1,1
764,Kevin Castelino,Changing mindset among the younger generation is possible and the other impossible.,,,,1,,1
765,jebby jumbuck,"@Ausee P nope, I earn 60k with 1 GCSE - life skills are preferred by my employer",,,,,1,1
766,B K,What a idiot resign and call a genral election,,1,,,,0
767,niblet112,"Whatâ€™s the point? What will an election achieve? There all as corrupt as each other and the uk is already screwed, beyond  saving. Lockdowns and sanctions made sure if that.",,1,,,,0
768,Daniel12 verse3,"Total liar, even the tone of his voice tells me he&#39;s out to destroy the UK like the WEF globalist he is",,1,,,,0
769,Daniel12 verse3,"<a href=""https://www.youtube.com/watch?v=JJsVAunbFn8"">https://www.youtube.com/watch?v=JJsVAunbFn8</a>",,,,,1,1
770,Alex Camron,"Time someone put a bomb under parliament, so we can start afresh. They&#39;re all in it together whatever party they purport to be.",,,,1,,1
771,niblet112,200% agree. Bring down the corrupt system and start again.,,,1,,,1
772,Andy J,"A defining silence from Sunak as our NHS was creaking over the xmas period.  Not to be seen, nor heard as he hid away in his mansion.  Then low and behold, a response from the poisoned dwarf when there were commitments to make in regards to Ukraine, yet again giving millions or perhaps billions to another country whilst our own country slides deeper into the abyss.  A commitment around education and Maths, while schools struggle to operate in their current circumstances and teachers leave the profession in droves.  This man has no concept of the reality of the rest of us d**kheads who are being absolutely brutally raped by taxes, NI contributions and then more stealth taxes and of course the energy companies with their +360% profit gains, all whilst we get our backsides slapped.  Despite their ongoing mass media manipulation, let us not forget about what this party of clowns did to our nation during the pandemic.  Never, ever forget that him and his chums effectively murdered thousands of people with their inept decision making whilst looking our for their pals with lucrative contracts.  Thieves the lot of them, and for the record Starmer is an absolute tory in a labour suit too.  The Britain i served queen and country for, is now, no better than a third world country.",,,1,,,1
773,Joe Cortese,Lets playyyy bullllshit BINGO!,,1,,,,0
774,Marco Kleyn,"I thought Jacinda Ardern lived in an alternate reality-but this guy really takes the cake.Joseph Goebbels was an amateur compared to this guy.I,ve seen less excrement spouting out of a broken sewer pipe than this guys mouth.",1,,,,,0
775,Ladynipchick2,"Nice enough chap, harmless really, just one slight problem - he&#39;s our prime Minister. Why do I always think &#39;school Prefect&#39; when I hear him speak. He sounds as if he&#39;s giving his leaving speech at his last ever school assembly.",1,,,,,0
776,MindfulLife85,I think he has an excellent speaking skills. ðŸ˜Šâ¤,,,,1,,1
777,John Keller,He&#39;s no different than the politicians here in the US,,,1,,,1
778,git FOAD,"Had his green card ready to go too. Git&#39;s a chancer. Begone with him, forthwith.",1,,,,,0
779,Goat boy,Yep just another lying WEF traitor.,1,,,,,0
780,Diabe Diabira,He always says his dad worked for the NHS.When the NHS will do a strike his father will do it against his own sonðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚.<br>The worst PM of the world.Even his father strike against him.,,1,,,,0
781,Juliet Tun Channel,Manhattan has invaders from Perris California and New Orleans. Manhattan citizens move up state New York,,,,,1,1
782,Juliet Tun Channel,Manhattan should have storm like sandy or snow storm.  Rishi help me make it,,,,,1,1
783,Bert Smith,"If he wants my vote, the channel invasion had better stop really quickly, and those who have invaded need to be sent back. Every last one of them.",,1,,,,0
784,T-zero,"Good voice for a Disney movie, nothing more to see here",,,,,1,1
785,Phil Goddard,Great vision of the future. <br>Can someone tell Rishi that the Tories have been in government for 12 years and have run the country into the ground with their previous promises.,,,,1,,1
786,Ian Oliver,"These days I am sad to say as a lifelong Tory supporter, to witness over the last five or so years, the worst Tory government ever! Oh to go back to the Thatcher years!!",,1,,,,0
787,Phil Goddard,Sounds like he intends to &#39;build back better&#39;! <br>We&#39;ll own nothing and be happy!,,1,,,,0
788,George,This guy sounds like heâ€™s rehearsing for a school play,1,,,,,0
789,Adrian Choinski,"I wonder, if he already said ALL that to the bathroom mirror. <br>This people stand up and stand clapping like after 9h trilogy of Lord of the Rings.",1,,,,,0
790,Wolfie Smith,What a lying gimp ðŸ˜ðŸ˜‚ðŸ˜‚,1,,,,,0
791,MindfulMoo,Sounds like heâ€™s ad-libbing a bedtime story to 6 years olds,,1,,,,0
792,Ramesh Kumar G,Obviously he aims to make the whole population understand hi plans including six year-olds,,1,,,,0
793,Michael Allan,Go <b>**</b> yourself.,,,,,1,1
794,Philip Withey,I get it tory policys lead to hyper inflation .then he asks for credit to half it .all the while dismantling human rights .,,1,,,,0
795,Steavy Bea,I like him but every time he makes a speech itâ€™s like heâ€™s acting in a panto,,,1,,,1
796,Agentcookie,Skipping through this. Loads of bloatware,,,,,1,1
797,Willie-Whistleblower,Remember the famous Rope Trick? Is it making a comeback?,,,,,1,1
798,madebyme,Can someone translate the speech from parallel universe to Earthian?,,,,,1,1
799,Kim Stevens,Proper word salad without actually saying anything,,,,,1,1
800,madebyme,@Kim Stevens innovative ðŸ™‚,,,,,1,1
801,Mick apeman,We dont want his plans we want him gone with the rest of the corrupt mob bring on Nuremberg 2,,,,,1,1
802,D4VE,Another JOKER. Where&#39;s truss and quazi modo? Hiding. Should be in prison,,1,,,,0
803,oeilgris,like the education bit. It would be relevant to introduce more programming and IT in early years and all through education.,,,1,,,1
804,Michael Hock,France doesn&#39;t want migrants.thats why they are letting them cross so just send the buggers back,,1,,,,0
805,Winnie Pooh,What a joke!,1,,,,,0
806,Alison Smith,Ah the optimism of a Billionaireâ€¦â€¦â€¦â€¦â€¦.,1,,,,,0
807,bro killy killy,"We now have a new word for more Austerity- protecting inflation, growing the economy: <br>However it&#39;s another way of protecting the Rich, only the poor suffer in Austerity  measures.<br>Elections will determine if we are truly aware of the impact of Austerity hardship",1,,,,,0
808,itsde2023,"But austerity is good for the economy as it resets public spending and reduces debt, so in the long term it vastly helps boost growth and helps people keep more of their hard earned cash.",,,1,,,1
809,roma jones,"â€‹@itsde2023 austerity should start with those with more money not with the poor. In this speech has he talles about tax heavens, and the many ways rich stop paying tax? To reduce debt It Will necessarily mean to spend leas on education and health.  Altogether he is a liar Who Will sell nothing and delivery nothing. If he wants to reduce debt he should tackle those channel islands and the loop holes to avoid tax.",,,1,,,1
810,itsde2023,"@roma jones it shouldnâ€™t start with those with more money as we shouldnâ€™t penalise those who have money as they will upsticks and move to places where they arenâ€™t taxed to death, which will result in fewer jobs, less growth and less revenue. Austerity in my view should be spread equally as it is currently. But of course this is just my opinion and not intended in any way to offend anyone x",,,1,,,1
811,Lena Wagenfuehr,Please stop calling it &quot;austerity&quot; - say what it really is : hypocrisy!,1,,,,,0
812,Margaret Wilson,"For what it&#39;s worth, he&#39;s a decent orator. PM Sunak lacks some of the charisma / natural connectivity ex-PM Johnson did. However, if PM Sunak doesn&#39;t break rules left and right, he has my respect more than Johnson did. Ah. I forgot about ex-PM Truss. Hm. Well, Sunak is doing better than her, as well haha",1,,,,,0
813,Ladynipchick2,But he&#39;s soooo boring...,1,,,,,0
814,Be Real,He is a terrible orator. .. wooden and a liar,1,,,,,0
815,Margaret Wilson,@Ladynipchick2 I&#39;ll take boring over parties during lockdown. :/ And over the UK economy imploding.,,1,,,,0
816,Margaret Wilson,"@Be Real Everyone is welcome to their opinion. I don&#39;t think he&#39;s great, just decent... Yeah, people aren&#39;t a fan of him, but I personally dislike Truss&#39;s cadence a lot more.",1,,,,,0
817,Be Real,@Margaret Wilson I&#39;m not interested in their oration or cadence I&#39;m interested in their coverup and lies. It&#39;s not a personality contest,1,,,,,0
818,Darg Corleone,Ok Rishi. ðŸ™„,1,,,,,0
819,Dark in heart,Iâ€™m waiting for the revolt against our government,,1,,,,0
820,bro killy killy,"I am surprised that the Prime Minister was unaware that his plan was all beyond his control. So, he has set his alibi when they are not achieved.",1,,,,,0
821,Jean Lind,Iâ€™m not sure why heâ€™s proud of his record on Covid? We were judged worst reaction to Covid in Europe!!,,,,,1,1
822,London Lee,I wouldn&#39;t watch it if they paid me too.<br><br>I never voted for this unelected PM,1,,,,,0
823,A&P,3 of the 5 promise start the printing machine Â£Â£Â£Â£Â£Â£Â£Â£Â£Â£,,,,,1,1
824,Oldtimer,why do we get one liar as MP after another?<br>nun is been elected,,1,,,,0
825,LogicPak,"a lot of negative comments here, give him a chance at least.",1,,,,,0
826,Thomas M,"If we all take maths to A-level standard, the resultant numerate population will understand just how broke their government is, and cognizant of the futility of striking for higher pay will just plod on quietly and compliantly. Considerably easing the task of governing them.",1,,,,,0
827,John Roberts,"Government is broke because we keep giving money to the rest of the world, we come first us BRITISH, the a$$hole couldnâ€™t deliver a letter yet this new load of bull ðŸ’©. REVOLUTION is coming",,1,,,,0
828,Jayon Brown,The strikers need to just get on with it and stop having days off they chose those jobs in the first place,,1,,,,0
829,Bob Jary,"That level of knowledge would be great , but a curriculum that blindly insists each and every young person is confined to the classroom until they&#39;re 18 doing &#39;sums&#39; will have a terrible effect on thoae of us who might be innumerate but could have been in gainful employment since 16",,,,1,,1
830,d coughla,"If we all take maths to A level standard, we may realise where our pay is going, how we can make our money stretch further &amp; where we should invest our money so it works when we donâ€™t.  Instead of spending money on crap &amp; keeping any spare money in a zero per cent interest account.",,,,,1,1
831,Jayon Brown,@d coughla I work in a bar in a working class area and it&#39;s terrible seeing them all spend Â£40-50 a night on drinks. If Rishi had us all doing maths until 18 hopefully people will budget better,,,1,,,1
832,d coughla,"@Jayon Brown OMG!  Similar except betting shops are a problem.  Recently, I picked up someoneâ€™s gambling slip dropped in my road for a Â£380 stake!  Where do they get the money from?",1,,,,,0
833,Jayon Brown,@d coughla its just overly generous benefits. It&#39;s no wonder they can&#39;t get anyone out to work at my local corner shop,,,,,1,1
834,Jean Lind,"Rushi on the planet Sunak! Twelve years of Tory rule &amp; 500 people per week dying after waiting in A &amp; E, many elderly on the floor waiting up to 40 hours. Immigrants in Hilton Hotels whilst people are being made homeless by massive increase in rents. I could write an essay but instead just that heâ€™s now trying to warm us up before a general election is forced upon him!!!!",,,,,1,1
835,Daniel Warton,He could just read the great reset by Klauss Schwab and that would be where heâ€™s intending us to go,1,,,,,0
836,Daniel12 verse3,1000% correct Daniel,1,,,,,0
837,niblet112,Heâ€™s already spoke about CBDCs,,,1,,,1
838,Teddy Lee,Was there anything in the great reset about decreasing the surplus population ? Bah humbug to these billionaires .,1,,,,,0
839,Kepler Mission,Thank goodness there are no more crummy coal miners to strike.,,,,1,,1
840,Mad Jack The Hatter,RIOT RIOT RIOT!!!! I&#39;m sick of all these lies WORDS MEAN NOTHING,,,,,1,1
841,DR. HARAN Sivasambu,Nothing surprised me all the negative jealousy comments large percentage people in the country cannot do maths numerous <br>Prime minister only in the office 2 months he need to deal with the humongous problem before everyone created <br>Give him a chance to fix no one will able to do it,,,,,1,1
842,Michal B.,Was there a moment he tried to rap?ðŸ˜‚,,1,,,,0
843,Sue Wright,puppet....,,1,,,,0
844,Duoduo,Really?,,,,,1,1
845,John Clausen,This man is not worrying me. He is a pathetic liar and he will never deliver anything for the normal people. I am sure he bought a new luxuary fridge.,,1,,,,0
846,William Emma,"Despite the economic downturn,I&#39;m so happyâ˜ºï¸, I have been earning $23,000 returns from my $7,000 investment every 13days.",,,1,,,1
847,Cormac Finlay,"My life is totally changed because I&#39;ve been earning $15,250 returns from my $4,000 investment with Elliot Benjamin",,,1,,,1
848,Nicole Carla,"Same  here, i will praise Elliot over and over again because he has great skills, i started with $2000 and after 2week i received a returns of $6,000 then i continue with him ever since he has been delivering.",,,,1,,1
849,Fortune Cookie,"I heard a lot of investing with Elliot Benjamin and how good he is, please how safe are the profit?",,,,1,,1
850,Mingus Mungo,"I traded with Elliot, The profit are secured and over a 100% return on investment directly sent to your wallet.",,,,1,,1
851,Stefano Varasso,"After watching so many YouTube tutorial videos about trading I was still making losses untill Elliot Benjamin started managing my investment now, I make $6,800 weekly. God bless Elliot. He has been a blessing to my family.",,,,1,,1
852,Nicole Carla,He&#39;s on what&#39;s Apk ðŸ‘‡ðŸ‘‡.,,,,,1,1
853,Nicole Carla,Ð¿Ñ‡ÐµÐ»ÐµÐ½ Ð¼ÐµÐ´<br><br>ï¼‹ðŸ­ðŸ²ðŸ­ðŸ±ðŸ®ðŸ­ðŸ®ðŸµðŸ´ðŸ­ðŸ­<br>                             <br><br>Ð¿Ñ‡ÐµÐ»ÐµÐ½ Ð¼ÐµÐ´ðŸ‘ðŸ‘Ž,,,,,1,1
854,David Geoff,"Wow, i&#39;ve seen a lot of recommendation about Elliot is he really that good.",,,,,1,1
855,Maxwell Macaulay,"Yes, Elliot is the best. He is the only one I can leave my investment with and think less about it, he is my money maker.  I just received $13,000 of my investment last month.  I am very happy because he is leading me to financial freedom",,,,,1,1
856,Pinned_by David nino Rodriquez,"I&#39;m glad to see Elliot mentioned here, my spouse recommended him to Me after investing $4000 and he has really helped us financially in times of COVID -19 lockdown here in Australia ðŸ‡¦ðŸ‡º",,,,,1,1
857,Danilo Adalberto,"I am from Denver Colorado USA I connected with him and he has helped me a lot, he makes so much profit for me. he made success earlier than we thought.",,,,,1,1
858,Temple Andrew,"I&#39;m in a long term trader with him I only withdraw every 6 months and I&#39;ve made about $90,230 since last year November it&#39;s okay for me he&#39;s a good man to work with",,,,,1,1
859,Alexa Abigail,First time I met him was about 3 years ago in a conference meeting in London he&#39;s smart and intelligent,,,,1,,1
860,Fergus Douglas,How can I work with him I&#39;ve lost so much in the market ðŸ˜­ðŸ¤¦,1,,,,,0
861,Maxwell Macaulay,He&#39;s on what&#39;s Apk ðŸ‘‡ðŸ‘‡.,,,,,1,1
862,Maxwell Macaulay,Ð¿Ñ‡ÐµÐ»ÐµÐ½ Ð¼ÐµÐ´<br><br>ï¼‹ðŸ­ðŸ²ðŸ­ðŸ±ðŸ®ðŸ­ðŸ®ðŸµðŸ´ðŸ­ðŸ­<br>                             <br><br>Ð¿Ñ‡ÐµÐ»ÐµÐ½ Ð¼ÐµÐ´ðŸ‘ðŸ‘Ž,,,,,1,1
863,Jayon Brown,Yeah same Elliotts a genius i earned Â£60k the other day,,,,,1,1
864,Jayon Brown,welcome welcome not a scam,,,,,1,1
865,Izzy True,General Election. NOW!,,,,,1,1
866,Tyrants,Vaccinated!!!,,,,,1,1
867,Ireneusz Rogala,Wish we could see how many thumbs down been clicked â˜ºï¸ he cant believe himself can he? I cant even watch it ðŸ˜‚too silly,1,,,,,0
868,Rick Glanvill,Patronising git.,1,,,,,0
869,explorer47422,The speech sounds like it was written by an overly optimistic AI chat bot,1,,,,,0
870,Zenoux Beauty,Piece of work,,,1,,,1
871,Shaad Dhillon,Lots of waffle and not a single solid plan.  Enough of this corrupt out of touch party!,1,,,,,0
872,Jona Rain,No more Eton pigs wanted,,,,,1,1
873,Jurassic animator15,I wish nothing but the worst for him after he said people have ti learn maths until theyâ€™re 18 and that itâ€™s illegal not to follow that rule. Heâ€™s asking for death and I wish nothing but horrible things for him,1,,,,,0
874,Mohammed Mannan,"Since this party came to power &#39; police stations disappeared no visible police on the street , crimes gone up , helth services in more mess then before,  people working more hours and longer shifts and people are still going porer day by day,  more drug addicts in this country more than ever.",1,,,,,0
